UID,פיילוט,dateTimeCreate,shem_mishpacha_talmid,shem_male_talmid,mosad.code,mosad.teur,kita.code,kita.teur,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
STU0328,פיילוט א,2024-11-30 14:25:00,שלום,רונית,1004,בית ספר דה שליט רחובות,יא1,כיתה יא׳1,1,1,1,3,1,2,1,2,1
STU0329,פיילוט ג,2024-10-28 17:12:00,זיו,יעל,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,3,5,5,5,5,4,4,5,4
STU0330,פיילוט א,2024-11-05 16:52:00,שלום,תמר,1001,בית ספר אורט נהריה,י1,כיתה י׳1,4,1,4,1,4,4,2,2,3
STU0331,פיילוט ג,2024-11-06 09:24:00,שמש,אייל,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,2,2,3,3,3,5,1,3,1
STU0332,פיילוט ב,2024-11-27 09:35:00,אברהם,ניר,1006,בית ספר נעמן עכו,י2,כיתה י׳2,4,1,4,2,2,4,1,3,3
STU0333,פיילוט א,2024-11-01 12:13:00,שמש,רונית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,1,4,3,2,4,3,2,1
STU0334,פיילוט ג,2025-01-17 08:54:00,נחמיאס,ליאור,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,2,1,2,1,4,5,2,4,1
STU0335,פיילוט ג,2025-01-13 14:30:00,בן יוסף,יוסף,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,1,4,2,3,3,3,2,1
STU0336,פיילוט ג,2024-09-04 11:24:00,שלום,אורי,1006,בית ספר נעמן עכו,י2,כיתה י׳2,1,1,1,3,2,3,1,3,1
STU0337,פיילוט ג,2024-10-18 15:27:00,פרידמן,עמית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,5,5,3,5,3,5,5,4
STU0338,פיילוט ב,2024-11-09 11:35:00,אלמוג,יעל,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,1,4,1,4,5,1,2,3
STU0339,פיילוט ג,2024-11-20 15:19:00,דהן,יונתן,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,4,3,4,4,5,2,5,5,5
STU0340,פיילוט א,2024-11-25 12:23:00,אלון,יונתן,1001,בית ספר אורט נהריה,י2,כיתה י׳2,1,1,1,2,1,4,1,2,2
STU0341,פיילוט א,2025-01-16 10:49:00,גרוס,ליאור,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,2,2,4,3,2,5,3,4,3
STU0342,פיילוט ג,2024-10-13 13:26:00,כץ,גלית,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,4,2,2,2,4,4,2,4,1
STU0343,פיילוט א,2025-02-02 14:17:00,זיו,ליאור,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,3,4,4,4,5,4,4,5,4
STU0344,פיילוט א,2024-09-21 11:10:00,שפירא,אורי,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,3,3,5,3,5,3,5,5,5
STU0345,פיילוט ב,2024-09-22 14:19:00,שמש,אייל,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,2,1,3,3,2,3,2,4,1
STU0346,פיילוט ג,2024-12-29 16:59:00,דהן,יונתן,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,5,4,3,4,4,4,5,4
STU0347,פיילוט ג,2025-01-13 16:19:00,אלון,ניר,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,2,3,4,2,4,5,3,4,2
STU0348,פיילוט א,2024-10-05 13:18:00,נחמיאס,יונתן,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,3,2,3,2,2,4,1,2,3
STU0349,פיילוט ב,2024-12-05 11:26:00,בן יוסף,עמית,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,2,1,1,2,1,4,1,1,2
STU0350,פיילוט א,2024-11-01 16:48:00,כץ,תמר,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,3,2,2,2,1,3,1,2,2
STU0351,פיילוט ג,2024-12-26 17:28:00,דהן,שון,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,2,2,1,2,3,2,2,3
STU0352,פיילוט ב,2024-12-22 08:14:00,מזרחי,שירה,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,3,3,5,3,4,2,4,5,3
STU0353,פיילוט א,2024-10-08 08:17:00,שפירא,מיכל,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,2,3,2,3,5,1,3,1
STU0354,פיילוט א,2024-09-09 11:29:00,פרץ,הדס,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,4,3,4,5,4,3,4,4,5
STU0355,פיילוט ב,2024-10-02 12:30:00,גרוס,רונית,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,2,1,1,3,2,2,2,3,2
STU0356,פיילוט ג,2024-10-01 14:50:00,שמש,נועה,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,3,5,4,5,2,3,5,5
STU0357,פיילוט ג,2025-02-23 17:21:00,לוי,יוסף,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,4,3,2,2,2,3,1,3,1
STU0358,פיילוט א,2024-12-22 11:01:00,שפירא,ליאור,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,3,1,1,2,1,3,2,3,1
STU0359,פיילוט א,2024-10-18 16:22:00,ברק,רחל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,4,2,4,2,4,5,2,2,3
STU0360,פיילוט ג,2024-12-26 08:49:00,בן דוד,יעל,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,2,1,4,1,3,4,2,4,2
STU0361,פיילוט ג,2025-01-13 15:49:00,בן יוסף,שירה,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,4,1,3,3,2,5,3,3,1
STU0362,פיילוט ב,2024-09-09 11:06:00,נחמיאס,רונית,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,2,1,1,3,2,2,1,1,1
STU0363,פיילוט ג,2024-12-03 11:38:00,מזרחי,נועה,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,2,2,2,3,2,4,2,2,1
STU0364,פיילוט ב,2024-09-15 17:17:00,בן דוד,יוסף,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,5,4,4,5,4,4,5,5
STU0365,פיילוט ב,2024-10-20 16:42:00,שמש,גלית,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,3,5,4,3,5,2,5,5,3
STU0366,פיילוט ג,2025-02-18 14:56:00,פרץ,דוד,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,3,3,2,3,4,4,3,3,3
STU0367,פיילוט ב,2024-11-23 13:26:00,אלמוג,אדר,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,3,3,2,3,4,4,2,3,3
STU0368,פיילוט ג,2024-09-09 12:38:00,כהן,הדס,1004,בית ספר דה שליט רחובות,יא1,כיתה יא׳1,4,5,5,4,5,3,4,5,3
STU0369,פיילוט א,2025-01-25 17:09:00,פרץ,יוסף,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,2,1,3,1,4,4,3,4,3
STU0370,פיילוט א,2024-12-12 17:58:00,פרידמן,מיכל,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,4,4,5,3,4,3,4,4,5
STU0371,פיילוט ב,2025-01-26 14:05:00,לוי,אדר,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,4,5,5,5,4,4,5,5,3
STU0372,פיילוט ב,2024-09-14 12:33:00,לוי,אדר,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,2,1,4,3,4,3,3,4,2
STU0373,פיילוט ג,2025-01-08 09:14:00,אלמוג,גיל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,1,1,1,3,2,3,1,3,2
STU0374,פיילוט א,2024-12-12 16:27:00,ביטון,שירה,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,2,2,4,3,2,5,2,3,1
STU0375,פיילוט א,2024-11-02 09:17:00,אלמוג,אדר,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,3,3,4,1,4,5,3,4,1
STU0376,פיילוט ג,2024-11-18 10:22:00,כץ,רחל,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,3,2,3,1,3,4,3,4,1
STU0377,פיילוט א,2024-11-02 17:59:00,ביטון,גיל,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,5,5,3,5,2,3,5,3
STU0378,פיילוט ג,2024-10-23 16:33:00,דהן,יונתן,1001,בית ספר אורט נהריה,י1,כיתה י׳1,4,4,5,3,5,2,5,5,3
STU0379,פיילוט ג,2024-11-05 10:03:00,גרוס,רונית,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,5,5,5,3,5,4,5,5,3
STU0380,פיילוט ב,2024-09-05 12:55:00,שפירא,אייל,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,1,1,2,3,1,4,2,2,1
STU0381,פיילוט ג,2025-01-22 08:02:00,שמש,הדס,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,4,4,5,5,4,2,3,5,4
STU0382,פיילוט ב,2024-10-31 16:17:00,לוי,תמר,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,4,1,2,2,4,4,2,4,2
STU0383,פיילוט א,2024-12-07 16:43:00,כץ,אייל,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,3,1,2,2,3,5,1,2,3
STU0384,פיילוט ג,2024-10-06 17:34:00,פרידמן,שירה,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,4,4,5,4,5,4,3,4,5
STU0385,פיילוט ג,2025-01-15 09:11:00,ברק,שירה,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,2,2,2,3,4,3,2,2,3
STU0386,פיילוט ב,2024-09-28 10:11:00,כהן,שון,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,3,2,3,3,4,5,2,2,1
STU0387,פיילוט ג,2025-01-01 10:32:00,כץ,ניר,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,1,2,1,1,2,2,1,1,2
STU0388,פיילוט ב,2024-12-15 11:47:00,פרידמן,רונית,1006,בית ספר נעמן עכו,ט2,כיתה ט׳2,3,1,2,1,2,3,2,2,2
STU0389,פיילוט ב,2024-12-07 13:25:00,כץ,גלית,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,2,2,2,2,1,3,1,1,2
STU0390,פיילוט א,2024-12-09 16:48:00,לוי,רונית,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,3,1,2,3,4,4,3,2,3
STU0391,פיילוט ב,2024-10-07 15:53:00,זיו,מיכל,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,2,2,2,3,5,1,4,3
STU0392,פיילוט ג,2025-01-30 11:56:00,זיו,מיכל,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,3,1,2,2,1,3,1,1,1
STU0393,פיילוט ג,2025-02-10 13:05:00,בן דוד,יעל,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,3,1,3,3,1,2,1,3,1
STU0394,פיילוט ג,2024-09-14 14:19:00,גרוס,רחל,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,2,1,3,3,4,3,1,2,1
STU0395,פיילוט א,2025-01-18 08:38:00,נחמיאס,אייל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,3,4,5,5,2,4,5,4
STU0396,פיילוט ג,2024-11-11 17:40:00,בן יוסף,רונית,1004,בית ספר דה שליט רחובות,יא1,כיתה יא׳1,3,2,3,1,4,5,1,2,3
STU0397,פיילוט א,2024-11-24 09:03:00,פרץ,עמית,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,5,4,4,3,4,4,5,5,4
STU0398,פיילוט ג,2025-01-27 13:59:00,לוי,מיכל,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,4,3,4,3,4,5,3,2,2
STU0399,פיילוט ב,2024-11-10 13:33:00,אלמוג,הדס,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,2,2,4,1,3,4,1,2,3
STU0400,פיילוט א,2025-02-24 17:59:00,גרוס,עמית,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,1,1,3,3,2,4,1,2,2
STU0401,פיילוט ג,2025-01-06 15:51:00,אברהם,שון,1006,בית ספר נעמן עכו,י1,כיתה י׳1,4,2,2,3,4,4,3,4,3
STU0402,פיילוט ב,2024-12-16 14:02:00,ברק,ליאור,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,3,3,4,4,5,2,5,4,5
STU0403,פיילוט ג,2024-09-02 09:43:00,ברק,אדר,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,5,4,5,3,5,3,5,5,4
STU0404,פיילוט ג,2025-02-13 10:30:00,ביטון,רחל,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,1,1,1,2,1,4,1,2,1
STU0405,פיילוט ב,2024-09-05 11:36:00,ברק,ליאור,1006,בית ספר נעמן עכו,י2,כיתה י׳2,1,2,2,3,2,4,1,3,2
STU0406,פיילוט ב,2025-01-31 09:55:00,גרוס,אדר,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,4,4,5,5,4,4,5,5,3
STU0407,פיילוט ב,2024-09-29 13:50:00,לוי,רונית,1001,בית ספר אורט נהריה,י1,כיתה י׳1,4,3,5,4,5,2,5,5,3
STU0408,פיילוט ג,2024-11-23 10:49:00,פרץ,הדס,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,4,5,4,3,5,3,5,5,4
STU0409,פיילוט ג,2025-01-31 09:21:00,זיו,יוסף,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,4,4,5,5,4,2,4,4,5
STU0410,פיילוט ג,2024-11-13 12:34:00,ברק,רחל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,2,1,3,2,2,2,1,1,1
STU0411,פיילוט א,2024-11-29 16:20:00,דהן,שירה,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,3,4,5,5,4,3,4,5
STU0412,פיילוט א,2024-12-30 08:06:00,שפירא,יוסף,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,3,4,5,4,5,3,3,4,3
STU0413,פיילוט ב,2024-11-19 13:52:00,פרידמן,יונתן,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,5,5,5,5,5,4,4,5,4
STU0414,פיילוט ב,2024-12-29 15:14:00,שמש,שירה,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,2,1,4,2,2,4,2,4,3
STU0415,פיילוט ב,2024-09-29 13:30:00,זיו,דוד,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,5,5,5,4,5,3,3,4,4
STU0416,פיילוט ב,2025-02-14 09:50:00,גרוס,יונתן,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,3,1,3,1,1,4,1,2,2
STU0417,פיילוט ג,2024-10-24 17:27:00,אלמוג,גלית,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,2,3,2,3,2,4,2,2,2
STU0418,פיילוט ג,2025-01-30 17:29:00,ברק,יונתן,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,3,5,5,3,5,4,5,5,3
STU0419,פיילוט ב,2025-01-05 08:05:00,פרידמן,שירה,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,4,4,4,5,4,4,5,5,4
STU0420,פיילוט א,2024-10-23 13:19:00,שלום,גיל,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,1,1,3,2,1,4,2,2,1
STU0421,פיילוט ב,2025-01-19 08:00:00,בן יוסף,ליאור,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,5,3,5,5,5,2,4,4,4
STU0422,פיילוט ב,2024-12-13 14:27:00,בן יוסף,רונית,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,3,4,5,5,5,4,4,5,4
STU0423,פיילוט א,2024-09-03 09:41:00,כהן,שירה,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,5,4,5,4,4,3,5,4,3
STU0424,פיילוט ב,2024-10-17 15:32:00,אלמוג,יונתן,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,3,5,4,5,4,5,5,5
STU0425,פיילוט ב,2025-01-07 12:26:00,בן יוסף,גלית,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,3,4,5,3,5,3,5,4,5
STU0426,פיילוט א,2025-01-13 12:29:00,בן דוד,מיכל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,3,3,1,4,4,3,2,1
STU0427,פיילוט ב,2025-02-04 08:57:00,ברק,יונתן,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,3,2,3,1,2,4,2,3,1
STU0428,פיילוט ב,2024-09-10 17:47:00,גרוס,גלית,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,3,4,2,3,4,2,3,1
STU0429,פיילוט ג,2024-11-13 15:05:00,ביטון,הדס,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,4,1,4,1,4,4,3,4,1
STU0430,פיילוט ב,2024-10-15 17:47:00,ביטון,רחל,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,3,5,5,4,5,2,5,4,5
STU0431,פיילוט א,2025-01-31 10:53:00,נחמיאס,עמית,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,5,3,5,3,5,2,4,4,3
STU0432,פיילוט ג,2024-11-07 09:03:00,אברהם,רחל,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,4,3,2,1,4,5,2,2,3
STU0433,פיילוט ב,2024-10-08 16:55:00,אלמוג,נועה,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,4,3,2,2,4,5,2,3,2
STU0434,פיילוט ב,2024-12-20 17:58:00,דהן,אדר,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,2,4,3,2,3,3,4,2
STU0435,פיילוט א,2025-01-29 11:33:00,ברק,דוד,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,5,5,5,4,5,4,3,5,5
STU0436,פיילוט א,2024-11-29 11:46:00,גרוס,תמר,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,1,1,1,2,1,4,1,3,1
STU0437,פיילוט א,2024-10-01 09:54:00,כץ,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,1,1,3,3,1,4,2,1,2
STU0438,פיילוט ג,2025-02-11 15:59:00,דהן,עמית,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,2,1,4,1,3,4,2,4,1
STU0439,פיילוט א,2024-10-16 15:04:00,נחמיאס,רונית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,1,1,1,2,1,3,1,2,1
STU0440,פיילוט ג,2024-11-06 09:02:00,מזרחי,מיכל,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,2,1,4,2,2,5,3,2,2
STU0441,פיילוט ב,2024-10-09 13:57:00,שפירא,גלית,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,3,5,5,4,2,5,5,4
STU0442,פיילוט ג,2024-12-08 15:07:00,שלום,יונתן,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,2,1,2,2,2,2,2,1,1
STU0443,פיילוט ג,2024-12-27 12:41:00,פרידמן,דוד,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,1,4,3,2,4,3,3,1
STU0444,פיילוט ג,2025-02-09 15:47:00,פרידמן,שירה,1001,בית ספר אורט נהריה,י2,כיתה י׳2,4,5,5,3,5,4,4,5,3
STU0445,פיילוט א,2025-01-15 15:01:00,לוי,אדר,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,3,1,2,2,1,4,2,2,1
STU0446,פיילוט ג,2024-10-09 17:14:00,מזרחי,יוסף,1001,בית ספר אורט נהריה,י1,כיתה י׳1,4,3,4,5,5,4,4,5,5
STU0447,פיילוט ג,2025-02-09 08:57:00,גרוס,אורי,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,4,5,4,3,5,4,3,4,3
STU0448,פיילוט א,2024-12-19 13:51:00,שפירא,אדר,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,1,1,1,2,2,4,1,1,1
STU0449,פיילוט ג,2024-11-10 10:48:00,אלמוג,דוד,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,2,2,2,1,4,3,2,2,1
STU0450,פיילוט א,2024-09-05 15:05:00,כהן,נועה,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,2,3,2,1,2,5,3,3,1
STU0451,פיילוט ג,2025-02-11 12:33:00,זיו,עמית,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,3,1,2,3,1,4,1,1,1
STU0452,פיילוט ג,2024-11-29 14:00:00,בן יוסף,אייל,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,1,2,1,3,1,4,1,3,1
STU0453,פיילוט ג,2024-11-10 08:12:00,פרץ,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,5,4,5,5,4,3,5,5,3
STU0454,פיילוט א,2024-11-25 17:51:00,זיו,יוסף,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,5,3,4,5,5,3,3,5,4
STU0455,פיילוט א,2024-12-23 17:37:00,ברק,עמית,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,2,1,2,2,4,3,1,2,3
STU0456,פיילוט ג,2024-12-06 11:04:00,נחמיאס,גלית,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,2,1,3,1,2,3,3,3,1
STU0457,פיילוט ב,2024-10-20 13:17:00,פרידמן,אדר,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,5,5,3,5,3,3,5,5
STU0458,פיילוט ג,2024-10-27 12:38:00,אברהם,שון,1003,תיכון הרצליה תל אביב,ט1,כיתה ט׳1,2,2,2,1,3,4,2,2,2
STU0459,פיילוט ג,2024-09-04 14:47:00,שמש,אייל,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,3,4,5,4,4,4,4,5,4
STU0460,פיילוט ג,2025-01-08 08:27:00,בן דוד,יעל,1006,בית ספר נעמן עכו,י2,כיתה י׳2,5,3,5,3,5,2,3,5,5
STU0461,פיילוט ג,2024-10-26 10:22:00,גרוס,אייל,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,4,4,4,3,5,2,5,5,4
STU0462,פיילוט ב,2024-12-28 10:55:00,שפירא,דוד,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,2,1,3,2,2,4,2,1,1
STU0463,פיילוט ב,2024-11-15 14:48:00,דהן,שון,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,3,1,3,1,1,4,1,3,1
STU0464,פיילוט ג,2024-12-08 13:29:00,כץ,יוסף,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,5,4,5,3,5,4,4,4,3
STU0465,פיילוט א,2025-01-17 09:41:00,נחמיאס,גלית,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,2,1,3,2,2,1,2,1
STU0466,פיילוט ג,2024-09-17 13:22:00,זיו,ניר,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,1,1,2,2,2,4,1,2,1
STU0467,פיילוט ג,2024-10-19 15:05:00,מזרחי,יעל,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,4,3,3,2,4,4,3,4,1
STU0468,פיילוט א,2025-02-08 08:18:00,אלמוג,יונתן,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,3,4,4,5,4,3,3,4,5
STU0469,פיילוט ב,2025-01-12 13:26:00,שלום,אדר,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,3,4,1,3,3,1,2,1
STU0470,פיילוט ג,2024-10-14 12:14:00,נחמיאס,ליאור,1006,בית ספר נעמן עכו,י2,כיתה י׳2,3,2,3,2,1,3,2,1,1
STU0471,פיילוט א,2024-10-17 10:53:00,ביטון,דוד,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,4,4,5,3,5,2,5,5,4
STU0472,פיילוט א,2024-09-09 13:22:00,ביטון,ליאור,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,1,3,2,3,3,1,4,3
STU0473,פיילוט א,2024-09-02 16:32:00,ברק,גיל,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,3,1,2,2,3,3,2,3,1
STU0474,פיילוט ג,2024-09-11 10:43:00,בן יוסף,אורי,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,1,2,3,2,1,4,1,3,1
STU0475,פיילוט ב,2025-01-28 16:14:00,דהן,רונית,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,1,1,2,1,1,2,2,3,1
STU0476,פיילוט ג,2025-02-02 16:03:00,אלון,יעל,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,4,3,2,3,3,3,2,3,3
STU0477,פיילוט ב,2024-09-23 11:46:00,זיו,עמית,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,3,2,2,2,3,4,2,3,3
STU0478,פיילוט א,2024-11-17 15:55:00,בן דוד,אדר,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,2,2,2,1,2,4,1,1,1
STU0479,פיילוט ב,2025-01-24 10:12:00,אברהם,יעל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,3,4,5,4,5,2,5,5,5
STU0480,פיילוט ב,2024-09-01 10:16:00,גרוס,ניר,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,4,5,5,4,5,4,4,4,3
STU0481,פיילוט ג,2025-01-05 09:38:00,אלון,גלית,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,3,1,3,3,4,3,1,2,2
STU0482,פיילוט ב,2024-09-05 12:10:00,שלום,יוסף,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,5,5,5,5,4,3,5,5,5
STU0483,פיילוט ב,2024-09-13 12:18:00,בן דוד,מיכל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,1,1,1,1,1,3,1,3,1
STU0484,פיילוט ג,2025-02-23 13:06:00,בן יוסף,גלית,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,3,5,4,5,5,3,5,5,4
STU0485,פיילוט א,2024-10-26 10:32:00,שמש,רונית,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,3,5,5,4,5,3,4,4,3
STU0486,פיילוט ב,2024-12-23 17:33:00,ברק,דוד,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,3,3,4,4,5,3,5,5,3
STU0487,פיילוט ג,2024-10-04 09:27:00,פרץ,מיכל,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,3,3,5,3,5,2,4,4,3
STU0488,פיילוט ב,2024-12-30 09:58:00,דהן,יוסף,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,2,1,1,1,1,4,2,3,1
STU0489,פיילוט ג,2024-09-08 09:09:00,דהן,גלית,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,3,5,3,5,2,3,5,4
STU0490,פיילוט א,2025-01-14 11:45:00,פרידמן,גיל,1006,בית ספר נעמן עכו,י1,כיתה י׳1,4,3,2,3,4,3,1,4,1
STU0491,פיילוט ג,2024-10-18 15:43:00,פרץ,דוד,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,5,3,4,5,5,3,4,5,5
